,CODIGOCIE,ESCOLA,DIRETORIA,MUNICIPIO,SERIE,IDPort,IDMat,IndDesemp,IndFluxo,IDESP,META,ORDEM,_REGICAO_NOME,_ANO,_DIRETORIA_ID,_MUNICIPIO_ID
150,021064,JERONYMO GALLO MONSENHOR,PIRACICABA,PIRACICABA,9º ANO EF,"3,4613","2,2430","2,85","1,0000","2,85",,2,INTERIOR,2021,20410,535
151,021064,JERONYMO GALLO MONSENHOR,PIRACICABA,PIRACICABA,3º ANO EM,"4,1333","2,2667","3,20","1,0000","3,20",,3,INTERIOR,2021,20410,535
152,471458,FERNANDO MARIA FACHINI FREI,PIRACICABA,SANTA MARIA DA SERRA,9º ANO EF,"2,6190","2,1427","2,38","1,0000","2,38",,2,INTERIOR,2021,20410,618
153,471458,FERNANDO MARIA FACHINI FREI,PIRACICABA,SANTA MARIA DA SERRA,3º ANO EM,"2,3083","1,1540","1,73","1,0000","1,73",,3,INTERIOR,2021,20410,618
154,047375,HELIO PENTEADO DE CASTRO PROFESSOR,PIRACICABA,PIRACICABA,9º ANO EF,"3,4813","2,4777","2,98","1,0000","2,98",,2,INTERIOR,2021,20410,535
155,047375,HELIO PENTEADO DE CASTRO PROFESSOR,PIRACICABA,PIRACICABA,3º ANO EM,"2,7733","1,3600","2,07","1,0000","2,07",,3,INTERIOR,2021,20410,535
156,011630,LINCOLN FELICIANO,SANTOS,CUBATAO,5º ANO EF,"5,6667","4,3333","5,00","1,0000","5,00",,1,INTERIOR,2021,20102,283
157,011630,LINCOLN FELICIANO,SANTOS,CUBATAO,9º ANO EF,"5,0767","4,2820","4,68","1,0000","4,68",,2,INTERIOR,2021,20102,283
158,011629,JULIO CONCEICAO,SANTOS,CUBATAO,9º ANO EF,"4,7270","3,6360","4,18","1,0000","4,18",,2,INTERIOR,2021,20102,283
159,011685,JOSE DA COSTA PROFESSOR,SANTOS,CUBATAO,9º ANO EF,"2,0370","0,7407","1,39","1,0000","1,39",,2,INTERIOR,2021,20102,283
160,011685,JOSE DA COSTA PROFESSOR,SANTOS,CUBATAO,3º ANO EM,"2,9440","1,3083","2,13","0,9637","2,05",,3,INTERIOR,2021,20102,283
161,011423,HUMBERTO DE ALENCAR CASTELLO BRANCO MARECHAL,SANTOS,CUBATAO,9º ANO EF,"3,3040","2,4853","2,89","0,9359","2,70",,2,INTERIOR,2021,20102,283
162,011423,HUMBERTO DE ALENCAR CASTELLO BRANCO MARECHAL,SANTOS,CUBATAO,3º ANO EM,"2,2937","1,0597","1,68","0,8235","1,38",,3,INTERIOR,2021,20102,283
163,047818,ARY DE OLIVEIRA GARCIA PROFESSOR,SANTOS,CUBATAO,3º ANO EM,"2,7207","1,3810","2,05","1,0000","2,05",,3,INTERIOR,2021,20102,283
164,462664,APARECIDA CARLOS ANTONIO VIDAL,SANTOS,CUBATAO,5º ANO EF,"4,0527","3,2027","3,63","1,0000","3,63",,1,INTERIOR,2021,20102,283
165,011435,AFONSO SCHIMIDT,SANTOS,CUBATAO,3º ANO EM,"2,7453","0,9803","1,86","1,0000","1,86",,3,INTERIOR,2021,20102,283
166,049141,TANCREDO NEVES PRESIDENTE,SANTOS,GUARUJA,5º ANO EF,"4,4603","3,7557","4,11","1,0000","4,11",,1,INTERIOR,2021,20102,335
167,049141,TANCREDO NEVES PRESIDENTE,SANTOS,GUARUJA,9º ANO EF,"3,3333","2,5170","2,93","0,9951","2,92",,2,INTERIOR,2021,20102,335
168,901325,PAULO LUIZ VALERIO,PIRACICABA,PIRACICABA,9º ANO EF,"4,4450","3,6600","4,05","1,0000","4,05",,2,INTERIOR,2021,20410,535
169,901325,PAULO LUIZ VALERIO,PIRACICABA,PIRACICABA,3º ANO EM,"2,3183","0,7247","1,52","1,0000","1,52",,3,INTERIOR,2021,20410,535
170,908885,ROBERTO AMAURY GALLIERA DOUTOR,SANTOS,GUARUJA,9º ANO EF,"3,4280","2,2623","2,85","1,0000","2,85",,2,INTERIOR,2021,20102,335
171,908885,ROBERTO AMAURY GALLIERA DOUTOR,SANTOS,GUARUJA,3º ANO EM,"2,6970","1,5777","2,14","1,0000","2,14",,3,INTERIOR,2021,20102,335
172,020734,ADEMAR VIEIRA PISCO,PIRACICABA,SANTA MARIA DA SERRA,9º ANO EF,"3,7500","2,7500","3,25","1,0000","3,25",,2,INTERIOR,2021,20410,618
173,020734,ADEMAR VIEIRA PISCO,PIRACICABA,SANTA MARIA DA SERRA,3º ANO EM,"2,7777","1,1110","1,94","1,0000","1,94",,3,INTERIOR,2021,20410,618
174,925792,ANIGER FRANCISCO DE MARIA MELILLO DOM,PIRACICABA,PIRACICABA,9º ANO EF,"3,0007","2,5557","2,78","1,0000","2,78",,2,INTERIOR,2021,20410,535
175,011538,PAULO CLEMENTE SANTINI,SANTOS,GUARUJA,5º ANO EF,"3,0123","2,1797","2,60","1,0000","2,60",,1,INTERIOR,2021,20102,335
176,011538,PAULO CLEMENTE SANTINI,SANTOS,GUARUJA,9º ANO EF,"2,3213","1,3923","1,86","0,9487","1,76",,2,INTERIOR,2021,20102,335
177,011496,NOSSA SENHORA DOS NAVEGANTES,SANTOS,GUARUJA,5º ANO EF,"2,8200","2,1797","2,50","1,0000","2,50",,1,INTERIOR,2021,20102,335
178,011496,NOSSA SENHORA DOS NAVEGANTES,SANTOS,GUARUJA,9º ANO EF,"2,1627","1,3517","1,76","1,0000","1,76",,2,INTERIOR,2021,20102,335
179,011496,NOSSA SENHORA DOS NAVEGANTES,SANTOS,GUARUJA,3º ANO EM,"1,7653","0,7843","1,27","1,0000","1,27",,3,INTERIOR,2021,20102,335
180,043345,MILTON BORGES YPIRANGA,SANTOS,GUARUJA,9º ANO EF,"2,2993","1,6097","1,95","0,9494","1,85",,2,INTERIOR,2021,20102,335
181,043345,MILTON BORGES YPIRANGA,SANTOS,GUARUJA,3º ANO EM,"2,1697","0,8173","1,49","0,8971","1,34",,3,INTERIOR,2021,20102,335
182,011575,MARCILIO DIAS,SANTOS,GUARUJA,9º ANO EF,"3,0693","2,3813","2,73","1,0000","2,73",,2,INTERIOR,2021,20102,335
183,011575,MARCILIO DIAS,SANTOS,GUARUJA,3º ANO EM,"2,4717","0,7470","1,61","1,0000","1,61",,3,INTERIOR,2021,20102,335
184,906931,MANOEL JOSE DA CRUZ PASTOR,SANTOS,GUARUJA,5º ANO EF,"4,0907","2,7277","3,41","0,9889","3,37",,1,INTERIOR,2021,20102,335
185,901374,LUIZ BENEDITINO FERREIRA,SANTOS,GUARUJA,5º ANO EF,"3,2303","2,8207","3,03","0,9786","2,97",,1,INTERIOR,2021,20102,335
186,020990,JOSE ABILIO DE PAULA,PIRACICABA,SAO PEDRO,3º ANO EM,"3,5480","1,2903","2,42","1,0000","2,42",,3,INTERIOR,2021,20410,651
187,041610,LAMIA DEL CISTIA,SANTOS,GUARUJA,9º ANO EF,"3,3333","1,7460","2,54","0,9167","2,33",,2,INTERIOR,2021,20102,335
188,011460,JOSE CAVARIANI PROFESSOR,SANTOS,GUARUJA,9º ANO EF,"3,1747","2,3807","2,78","1,0000","2,78",,2,INTERIOR,2021,20102,335
189,011551,PHILOMENA CARDOSO DE OLIVEIRA PROFESSORA,SANTOS,GUARUJA,5º ANO EF,"2,8230","2,5887","2,71","1,0000","2,71",,1,INTERIOR,2021,20102,335
190,011447,JACINTO DO AMARAL NARDUCCI PROF,SANTOS,GUARUJA,5º ANO EF,"2,6340","1,9757","2,30","1,0000","2,30",,1,INTERIOR,2021,20102,335
191,011447,JACINTO DO AMARAL NARDUCCI PROF,SANTOS,GUARUJA,9º ANO EF,"2,4900","1,8070","2,15","1,0000","2,15",,2,INTERIOR,2021,20102,335
192,040824,IGNACIO MIGUEL ESTEFNO,SANTOS,GUARUJA,9º ANO EF,"2,5370","1,9497","2,24","1,0000","2,24",,2,INTERIOR,2021,20102,335
193,040824,IGNACIO MIGUEL ESTEFNO,SANTOS,GUARUJA,3º ANO EM,"2,5240","0,8097","1,67","1,0000","1,67",,3,INTERIOR,2021,20102,335
194,042134,IDALINO PINEZ PROFESSOR,SANTOS,GUARUJA,5º ANO EF,"4,2043","3,5607","3,88","1,0000","3,88",,1,INTERIOR,2021,20102,335
195,011678,HUGO SANTOS SILVA DOUTOR,SANTOS,GUARUJA,5º ANO EF,"5,1617","4,1400","4,65","1,0000","4,65",,1,INTERIOR,2021,20102,335
196,011678,HUGO SANTOS SILVA DOUTOR,SANTOS,GUARUJA,9º ANO EF,"3,8250","3,2240","3,52","1,0000","3,52",,2,INTERIOR,2021,20102,335
197,011563,GALDINO MOREIRA PROFESSOR,SANTOS,GUARUJA,5º ANO EF,"3,3593","3,1783","3,27","1,0000","3,27",,1,INTERIOR,2021,20102,335
198,048501,JETHRO VAZ DE TOLEDO PROFESSOR,PIRACICABA,PIRACICABA,9º ANO EF,"2,9483","2,1800","2,56","1,0000","2,56",,2,INTERIOR,2021,20410,535
199,048501,JETHRO VAZ DE TOLEDO PROFESSOR,PIRACICABA,PIRACICABA,3º ANO EM,"2,2950","1,0930","1,69","1,0000","1,69",,3,INTERIOR,2021,20410,535
200,037217,FRANCISCO PAIVA DE FIGUEIREDO PASTOR,SANTOS,GUARUJA,9º ANO EF,"2,7153","1,8893","2,30","1,0000","2,30",,2,INTERIOR,2021,20102,335
201,037217,FRANCISCO PAIVA DE FIGUEIREDO PASTOR,SANTOS,GUARUJA,3º ANO EM,"1,7730","0,9457","1,36","1,0000","1,36",,3,INTERIOR,2021,20102,335
202,011526,EMIDIO JOSE PINHEIRO PROFESSOR,SANTOS,GUARUJA,5º ANO EF,"4,9260","4,1300","4,53","0,9964","4,51",,1,INTERIOR,2021,20102,335
203,011666,EDUARDO GOMES MARECHAL DO AR,SANTOS,GUARUJA,5º ANO EF,"4,7183","3,8977","4,31","1,0000","4,31",,1,INTERIOR,2021,20102,335
204,011666,EDUARDO GOMES MARECHAL DO AR,SANTOS,GUARUJA,9º ANO EF,"3,7567","3,0953","3,43","1,0000","3,43",,2,INTERIOR,2021,20102,335
205,011666,EDUARDO GOMES MARECHAL DO AR,SANTOS,GUARUJA,3º ANO EM,"2,7317","1,3890","2,06","1,0000","2,06",,3,INTERIOR,2021,20102,335
206,038775,DOMINGOS DE SOUZA PREFEITO,SANTOS,GUARUJA,9º ANO EF,"4,4667","3,7730","4,12","1,0000","4,12",,2,INTERIOR,2021,20102,335
207,038775,DOMINGOS DE SOUZA PREFEITO,SANTOS,GUARUJA,3º ANO EM,"3,3190","1,6737","2,50","1,0000","2,50",,3,INTERIOR,2021,20102,335
208,011514,DINIZ MARTINS PROFESSOR,SANTOS,GUARUJA,9º ANO EF,"3,6897","2,6197","3,15","0,9874","3,11",,2,INTERIOR,2021,20102,335
209,011514,DINIZ MARTINS PROFESSOR,SANTOS,GUARUJA,3º ANO EM,"1,9190","0,8080","1,36","0,9158","1,25",,3,INTERIOR,2021,20102,335
210,901362,CORALINA RIBEIRO DOS SANTOS CALDEIRA DONA,SANTOS,GUARUJA,5º ANO EF,"2,9470","2,1213","2,53","1,0000","2,53",,1,INTERIOR,2021,20102,335
211,042110,ARTHUR DE CAMPOS GONCALVES PROFESSOR,SANTOS,GUARUJA,5º ANO EF,"4,2250","3,5980","3,91","1,0000","3,91",,1,INTERIOR,2021,20102,335
212,903073,JACONIAS LEITE DA SILVA PASTOR,SANTOS,GUARUJA,9º ANO EF,"3,3327","2,2960","2,81","0,9908","2,78",,2,INTERIOR,2021,20102,335
213,903073,JACONIAS LEITE DA SILVA PASTOR,SANTOS,GUARUJA,3º ANO EM,"2,3340","1,0477","1,69","0,9615","1,62",,3,INTERIOR,2021,20102,335
214,011721,SAO LEOPOLDO VISCONDE DE,SANTOS,SANTOS,9º ANO EF,"2,9333","2,0000","2,47","1,0000","2,47",,2,INTERIOR,2021,20102,633
215,915497,RICARDO SAMPAIO CARDOSO JUDOCA,SANTOS,SANTOS,3º ANO EM,"3,2477","1,7100","2,48","0,9618","2,39",,3,INTERIOR,2021,20102,633
216,011824,PRIMO FERREIRA PROFESSOR,SANTOS,SANTOS,9º ANO EF,"3,4147","2,5603","2,99","1,0000","2,99",,2,INTERIOR,2021,20102,633
217,011824,PRIMO FERREIRA PROFESSOR,SANTOS,SANTOS,3º ANO EM,"2,9370","1,4827","2,21","1,0000","2,21",,3,INTERIOR,2021,20102,633
218,011861,PAULO FILGUEIRAS JUNIOR DOUTOR,SANTOS,SANTOS,9º ANO EF,"2,3907","1,4813","1,94","1,0000","1,94",,2,INTERIOR,2021,20102,633
219,046164,OLGA CURY,SANTOS,SANTOS,9º ANO EF,"3,8963","3,0047","3,45","1,0000","3,45",,2,INTERIOR,2021,20102,633
220,046164,OLGA CURY,SANTOS,SANTOS,3º ANO EM,"3,1727","1,9730","2,57","0,9931","2,55",,3,INTERIOR,2021,20102,633
221,496479,AROLDO DONIZETTI LEITE,PIRACICABA,SAO PEDRO,3º ANO EM,"2,7193","1,8420","2,28","0,9948","2,27",,3,INTERIOR,2021,20410,651
222,011927,MARQUES DE SAO VICENTE,SANTOS,SANTOS,9º ANO EF,"4,5797","3,5363","4,06","1,0000","4,06",,2,INTERIOR,2021,20102,633
223,011927,MARQUES DE SAO VICENTE,SANTOS,SANTOS,3º ANO EM,"3,7190","2,0937","2,91","1,0000","2,91",,3,INTERIOR,2021,20102,633
224,046760,ZULMIRA CAMPOS PROFESSORA,SANTOS,SANTOS,9º ANO EF,"2,2230","1,5557","1,89","0,9982","1,89",,2,INTERIOR,2021,20102,633
225,046760,ZULMIRA CAMPOS PROFESSORA,SANTOS,SANTOS,3º ANO EM,"3,4490","1,4940","2,47","1,0000","2,47",,3,INTERIOR,2021,20102,633
226,011757,LUIZA MACUCO DONA,SANTOS,SANTOS,9º ANO EF,"4,0783","3,4043","3,74","1,0000","3,74",,2,INTERIOR,2021,20102,633
227,011757,LUIZA MACUCO DONA,SANTOS,SANTOS,3º ANO EM,"4,5833","2,5000","3,54","0,9886","3,50",,3,INTERIOR,2021,20102,633
228,905021,GRACINDA MARIA FERREIRA PROFESSORA,SANTOS,SANTOS,9º ANO EF,"4,4290","3,3327","3,88","1,0000","3,88",,2,INTERIOR,2021,20102,633
229,905021,GRACINDA MARIA FERREIRA PROFESSORA,SANTOS,SANTOS,3º ANO EM,"4,5827","2,7777","3,68","0,9917","3,65",,3,INTERIOR,2021,20102,633
230,011940,FRANCISCO MEIRA PROFESSOR,SANTOS,SANTOS,9º ANO EF,"2,7590","1,9127","2,34","1,0000","2,34",,2,INTERIOR,2021,20102,633
231,011940,FRANCISCO MEIRA PROFESSOR,SANTOS,SANTOS,3º ANO EM,"1,9380","1,1110","1,52","1,0000","1,52",,3,INTERIOR,2021,20102,633
232,011812,FERNANDO DE AZEVEDO PROFESSOR,SANTOS,SANTOS,9º ANO EF,"4,6620","3,2123","3,94","1,0000","3,94",,2,INTERIOR,2021,20102,633
233,011812,FERNANDO DE AZEVEDO PROFESSOR,SANTOS,SANTOS,3º ANO EM,"3,7580","2,2080","2,98","0,9961","2,97",,3,INTERIOR,2021,20102,633
234,909816,EMILIO JUSTO DEPUTADO,SANTOS,SANTOS,9º ANO EF,"3,0410","2,4563","2,75","1,0000","2,75",,2,INTERIOR,2021,20102,633
235,909816,EMILIO JUSTO DEPUTADO,SANTOS,SANTOS,3º ANO EM,"2,7607","1,2500","2,01","1,0000","2,01",,3,INTERIOR,2021,20102,633
236,011836,CANADA,SANTOS,SANTOS,9º ANO EF,"3,8963","2,6407","3,27","1,0000","3,27",,2,INTERIOR,2021,20102,633
237,011836,CANADA,SANTOS,SANTOS,3º ANO EM,"3,2957","1,4980","2,40","0,9985","2,40",,3,INTERIOR,2021,20102,633
238,011770,BENEVENUTO MADUREIRA PROFESSOR,SANTOS,SANTOS,9º ANO EF,"3,1403","2,0113","2,58","0,9761","2,52",,2,INTERIOR,2021,20102,633
239,011770,BENEVENUTO MADUREIRA PROFESSOR,SANTOS,SANTOS,3º ANO EM,"2,5097","1,2547","1,88","0,9665","1,82",,3,INTERIOR,2021,20102,633
240,042122,LUCAS NOGUEIRA GARCEZ PROFESSOR,SANTOS,GUARUJA,9º ANO EF,"3,0883","2,3853","2,74","0,9919","2,72",,2,INTERIOR,2021,20102,335
241,042122,LUCAS NOGUEIRA GARCEZ PROFESSOR,SANTOS,GUARUJA,3º ANO EM,"2,0217","0,9837","1,50","0,9623","1,44",,3,INTERIOR,2021,20102,335
242,011903,BARNABE,SANTOS,SANTOS,9º ANO EF,"3,6367","2,4243","3,03","1,0000","3,03",,2,INTERIOR,2021,20102,633
243,011903,BARNABE,SANTOS,SANTOS,3º ANO EM,"2,1430","1,1110","1,63","1,0000","1,63",,3,INTERIOR,2021,20102,633
244,011782,SUETONIO BITTENCOURT JUNIOR PROFESSOR,SANTOS,SANTOS,9º ANO EF,"6,2057","5,1790","5,69","1,0000","5,69",,2,INTERIOR,2021,20102,633
245,038805,JOAO OCTAVIO DOS SANTOS,SANTOS,SANTOS,5º ANO EF,"3,1187","2,5807","2,85","1,0000","2,85",,1,INTERIOR,2021,20102,633
246,038805,JOAO OCTAVIO DOS SANTOS,SANTOS,SANTOS,9º ANO EF,"3,0493","2,0567","2,55","1,0000","2,55",,2,INTERIOR,2021,20102,633
247,038805,JOAO OCTAVIO DOS SANTOS,SANTOS,SANTOS,3º ANO EM,"1,8517","0,8643","1,36","1,0000","1,36",,3,INTERIOR,2021,20102,633
248,011885,ALZIRA MARTINS LICHTI PROFESSORA,SANTOS,SANTOS,9º ANO EF,"2,4600","1,5080","1,98","1,0000","1,98",,2,INTERIOR,2021,20102,633
249,011885,ALZIRA MARTINS LICHTI PROFESSORA,SANTOS,SANTOS,3º ANO EM,"2,6263","0,9590","1,79","1,0000","1,79",,3,INTERIOR,2021,20102,633
250,023589,SALVADOR GOGLIANO JUNIOR PROF,TAQUARITINGA,VISTA ALEGRE DO ALTO,9º ANO EF,"4,5117","5,0413","4,78","1,0000","4,78",,2,INTERIOR,2021,20511,716
251,023589,SALVADOR GOGLIANO JUNIOR PROF,TAQUARITINGA,VISTA ALEGRE DO ALTO,3º ANO EM,"3,2950","4,0913","3,69","1,0000","3,69",,3,INTERIOR,2021,20511,716
252,042547,ZORAIDE PROENCA KAYSEL PROFESSORA,SUMARE,SUMARE,5º ANO EF,"3,7877","3,2573","3,52","0,9946","3,50",,1,INTERIOR,2021,20415,671
253,042547,ZORAIDE PROENCA KAYSEL PROFESSORA,SUMARE,SUMARE,9º ANO EF,"4,1303","4,0577","4,09","1,0000","4,09",,2,INTERIOR,2021,20415,671
254,900497,WANDA FELIX DE ANDRADE PROFESSORA,SUMARE,SUMARE,5º ANO EF,"5,8183","4,3027","5,06","1,0000","5,06",,1,INTERIOR,2021,20415,671
255,017310,WADIH JORGE MALUF,SUMARE,SUMARE,9º ANO EF,"3,3847","1,8753","2,63","1,0000","2,63",,2,INTERIOR,2021,20415,671
256,017310,WADIH JORGE MALUF,SUMARE,SUMARE,3º ANO EM,"2,5773","1,1110","1,84","1,0000","1,84",,3,INTERIOR,2021,20415,671
257,042559,VITO CARMINE CERBASI PROFESSOR,SUMARE,SUMARE,9º ANO EF,"4,5683","3,5200","4,04","1,0000","4,04",,2,INTERIOR,2021,20415,671
258,042559,VITO CARMINE CERBASI PROFESSOR,SUMARE,SUMARE,3º ANO EM,"3,7893","2,3287","3,06","1,0000","3,06",,3,INTERIOR,2021,20415,671
259,925731,SONIA MARIA MASCHIO BAPTISTA PROFESSORA,SUMARE,SUMARE,9º ANO EF,"3,9523","3,4050","3,68","0,9734","3,58",,2,INTERIOR,2021,20415,671
260,925731,SONIA MARIA MASCHIO BAPTISTA PROFESSORA,SUMARE,SUMARE,3º ANO EM,"3,8880","2,5313","3,21","0,9526","3,06",,3,INTERIOR,2021,20415,671
261,925743,SAO FRANCISCO DE ASSIS,SANTOS,GUARUJA,9º ANO EF,"2,7063","1,7820","2,24","0,9560","2,14",,2,INTERIOR,2021,20102,335
262,925743,SAO FRANCISCO DE ASSIS,SANTOS,GUARUJA,3º ANO EM,"2,7773","1,2493","2,01","0,9301","1,87",,3,INTERIOR,2021,20102,335
263,914940,SAVINO CAMPIGLI,SUMARE,SUMARE,9º ANO EF,"3,4200","2,5973","3,01","1,0000","3,01",,2,INTERIOR,2021,20415,671
264,914940,SAVINO CAMPIGLI,SUMARE,SUMARE,3º ANO EM,"3,5507","1,4490","2,50","1,0000","2,50",,3,INTERIOR,2021,20415,671
265,011548,RAQUEL DE CASTRO FERREIRA PROFESSORA,SANTOS,GUARUJA,3º ANO EM,"2,8410","1,5027","2,17","0,8858","1,92",,3,INTERIOR,2021,20102,335
266,011897,ANTONIO ABLAS FILHO DOUTOR,SANTOS,SANTOS,3º ANO EM,"5,0390","2,9843","4,01","1,0000","4,01",,3,INTERIOR,2021,20102,633
267,900515,ONDINA PINTO GONZALEZ PROFESSORA,SUMARE,SUMARE,5º ANO EF,"4,4997","3,5420","4,02","1,0000","4,02",,1,INTERIOR,2021,20415,671
268,900515,ONDINA PINTO GONZALEZ PROFESSORA,SUMARE,SUMARE,9º ANO EF,"4,0503","3,0523","3,55","0,9977","3,54",,2,INTERIOR,2021,20415,671
269,924672,MARINALVA GIMENES COLOSSAL DA CUNHA,SUMARE,SUMARE,9º ANO EF,"3,7737","2,5787","3,18","1,0000","3,18",,2,INTERIOR,2021,20415,671
270,924672,MARINALVA GIMENES COLOSSAL DA CUNHA,SUMARE,SUMARE,3º ANO EM,"3,3900","2,5420","2,97","0,9968","2,96",,3,INTERIOR,2021,20415,671
271,045561,MARIANINA DE ROSIS MORAES PROFESSORA,SUMARE,SUMARE,9º ANO EF,"3,7857","2,4520","3,12","1,0000","3,12",,2,INTERIOR,2021,20415,671
272,045561,MARIANINA DE ROSIS MORAES PROFESSORA,SUMARE,SUMARE,3º ANO EM,"2,4770","1,3760","1,93","0,9014","1,74",,3,INTERIOR,2021,20415,671
273,045597,MARIA ROSA CAROLINO DOS SANTOS PROFESSORA,SUMARE,SUMARE,5º ANO EF,"4,2767","3,6180","3,95","1,0000","3,95",,1,INTERIOR,2021,20415,671
274,905636,MARIA IVONE MARTINS ROSA PROFESSORA,SUMARE,SUMARE,9º ANO EF,"3,2877","2,1910","2,74","1,0000","2,74",,2,INTERIOR,2021,20415,671
275,905636,MARIA IVONE MARTINS ROSA PROFESSORA,SUMARE,SUMARE,3º ANO EM,"2,1013","1,0143","1,56","1,0000","1,56",,3,INTERIOR,2021,20415,671
276,045536,MARIA DE LOURDES MARTINS PROFESSORA,SUMARE,SUMARE,9º ANO EF,"2,8070","1,8857","2,35","0,9985","2,35",,2,INTERIOR,2021,20415,671
277,045536,MARIA DE LOURDES MARTINS PROFESSORA,SUMARE,SUMARE,3º ANO EM,"2,1687","1,0443","1,61","1,0000","1,61",,3,INTERIOR,2021,20415,671
278,042560,MARIA CHEILA ALVES PROFESSORA,SUMARE,SUMARE,9º ANO EF,"3,9647","2,5673","3,27","1,0000","3,27",,2,INTERIOR,2021,20415,671
279,042560,MARIA CHEILA ALVES PROFESSORA,SUMARE,SUMARE,3º ANO EM,"3,8017","1,9270","2,86","0,9960","2,85",,3,INTERIOR,2021,20415,671
280,045585,MANUEL ALBALADEJO FERNANDES,SUMARE,SUMARE,9º ANO EF,"4,1843","3,2270","3,71","0,9894","3,67",,2,INTERIOR,2021,20415,671
281,045585,MANUEL ALBALADEJO FERNANDES,SUMARE,SUMARE,3º ANO EM,"3,2500","1,7917","2,52","0,9190","2,32",,3,INTERIOR,2021,20415,671
282,042500,LUIZ CAMPO DALL ORTO SOBRINHO,SUMARE,SUMARE,3º ANO EM,"3,5760","2,3030","2,94","0,9870","2,90",,3,INTERIOR,2021,20415,671
283,900485,RUBENS OSCAR GUELLI PROFESSOR,SUMARE,SUMARE,5º ANO EF,"4,6670","4,9407","4,80","1,0000","4,80",,1,INTERIOR,2021,20415,671
284,042523,LUIS HENRIQUE MARCHI PROFESSOR,SUMARE,SUMARE,5º ANO EF,"4,9593","3,8213","4,39","1,0000","4,39",,1,INTERIOR,2021,20415,671
285,042523,LUIS HENRIQUE MARCHI PROFESSOR,SUMARE,SUMARE,9º ANO EF,"3,9780","2,4730","3,23","0,9917","3,20",,2,INTERIOR,2021,20415,671
286,042523,LUIS HENRIQUE MARCHI PROFESSOR,SUMARE,SUMARE,3º ANO EM,"3,1110","1,5557","2,33","0,9872","2,30",,3,INTERIOR,2021,20415,671
287,909609,LEONILDA ROSSI BARRIQUELO PROFESSORA,SUMARE,SUMARE,5º ANO EF,"4,7620","3,6190","4,19","1,0000","4,19",,1,INTERIOR,2021,20415,671
288,909609,LEONILDA ROSSI BARRIQUELO PROFESSORA,SUMARE,SUMARE,9º ANO EF,"3,6303","2,4443","3,04","1,0000","3,04",,2,INTERIOR,2021,20415,671
289,909609,LEONILDA ROSSI BARRIQUELO PROFESSORA,SUMARE,SUMARE,3º ANO EM,"1,9760","0,9877","1,48","1,0000","1,48",,3,INTERIOR,2021,20415,671
290,267703,LEILA MARA AVELINO PROFESSORA,SUMARE,SUMARE,9º ANO EF,"4,8820","4,2257","4,55","1,0000","4,55",,2,INTERIOR,2021,20415,671
291,905641,JOSE MIRANDA PREFEITO,SUMARE,SUMARE,9º ANO EF,"4,2243","2,8720","3,55","1,0000","3,55",,2,INTERIOR,2021,20415,671
292,905641,JOSE MIRANDA PREFEITO,SUMARE,SUMARE,3º ANO EM,"3,7830","1,5313","2,66","0,9936","2,64",,3,INTERIOR,2021,20415,671
293,017267,JOAO FRANCESCHINI,SUMARE,SUMARE,9º ANO EF,"4,1387","3,6777","3,91","1,0000","3,91",,2,INTERIOR,2021,20415,671
294,017267,JOAO FRANCESCHINI,SUMARE,SUMARE,3º ANO EM,"2,1213","1,1113","1,62","0,9923","1,61",,3,INTERIOR,2021,20415,671
295,045573,JENY BONADIA RODRIGUES SANTARROSSA PROFESSORA,SUMARE,SUMARE,9º ANO EF,"2,8573","2,0957","2,48","0,9918","2,46",,2,INTERIOR,2021,20415,671
296,045573,JENY BONADIA RODRIGUES SANTARROSSA PROFESSORA,SUMARE,SUMARE,3º ANO EM,"2,7203","1,2243","1,97","0,9738","1,92",,3,INTERIOR,2021,20415,671
297,924982,IVANI APARECIDA QUEIROZ PEREZ PROFESSORA,SUMARE,SUMARE,5º ANO EF,"3,7703","3,3730","3,57","0,9930","3,55",,1,INTERIOR,2021,20415,671
298,035981,EUCLIDES MIRANDA VEREADOR,SUMARE,SUMARE,3º ANO EM,"3,8333","2,7083","3,27","1,0000","3,27",,3,INTERIOR,2021,20415,671
299,045548,ELYSABETH DE MELLO RODRIGUES PROFESSORA,SUMARE,SUMARE,9º ANO EF,"3,5850","2,8300","3,21","1,0000","3,21",,2,INTERIOR,2021,20415,671
300,045548,ELYSABETH DE MELLO RODRIGUES PROFESSORA,SUMARE,SUMARE,3º ANO EM,"2,5307","1,1727","1,85","1,0000","1,85",,3,INTERIOR,2021,20415,671
301,037941,CECILIA DE NEGRI PROFESSORA,SUMARE,SUMARE,5º ANO EF,"4,8333","3,7500","4,29","1,0000","4,29",,1,INTERIOR,2021,20415,671
302,037941,CECILIA DE NEGRI PROFESSORA,SUMARE,SUMARE,9º ANO EF,"4,1333","3,0667","3,60","0,9878","3,56",,2,INTERIOR,2021,20415,671
303,917953,CANDIDO JOSE MARTINEZ PROFESSOR,SUMARE,SUMARE,5º ANO EF,"6,5803","6,2073","6,39","1,0000","6,39",,1,INTERIOR,2021,20415,671
304,039834,SOLANGE MAURA ALBINO,SUMARE,SUMARE,9º ANO EF,"3,0133","1,7950","2,40","0,9578","2,30",,2,INTERIOR,2021,20415,671
